,brand,name,old_price,new_price,ml,concentration,department,scents,base_note,middle_note,item_rating,seller,seller_rating,num_seller_ratings
722,TOMMY HILFIGER,Tommy Girl,380,122.95,100,EDT,Women,Citrus,"Desert Jasmin, Cherokee Rose, Magnolia Petals, Dakota Lilies, Cedar, Sandalwood And Wild Heather","Grapefruit, Citrus Orchards, Crisp Green Notes, Honeysuckle And Butterfly Violets",4.4,Parvant Store,4.1,76
723,Rasasi,Oud Al Misk,59,59,100,EDP,Women,Oriental,"Cedar, Vetiver, Patchouli, Sandalwood, Ambergris And Musk",Geranium And Jasmine,3,hawas,454,9
724,Alina Corel,Beach Palm,24.95,24.95,100,EDP,Women,Fresh,"Himalayan Cedar, Warm Woman Skin Accord, Sandal and Incense","Heliotrope, Jasmine In An Alliance With Hibiscus Blossom and Bulgarian Rose",2.3,noon,4.2,98.1K
725,Estee Lauder,Pleasures,285,169.9,100,EDP,Women,Fruity,"Cedar, Musk, Patchouli, Sandalwood","Jasmine, Lilac, Lily, Lily Of The Valley, Peony, Rose",4.6,noon,4.2,98.1K
726,Rasasi,Romance,79,37,45,EDP,Women,Floral,Powdery,"Fruity, Woody",5,B.A.G,3.5,14.1K
727,LALIQUE,Encre Noire,485,134.95,100,EDT,Men,Woody,Cashmere Wood And Musk,Haiti Vetiver And Bourbon Vetiver,4.5,Abu Al Tayyeb Perfumes,3.6,59
728,TESORI D´ORIENTE,Lotus Flower Aromatic Par,55,33.6,100,EDT,Unisex,Floral,"Vanilla, Woodsy Notes, Sandalwood And Musk","Jasmine, Lotus, Tuberose And Lily Of The Valley",4.6,B.A.G,3.9,14.1K
729,LALIQUE,Encre Noire,485,136.95,100,EDT,Men,Woody,"Cashmere Wood, Musk",Haitian Vetiver,4.5,Parvant Store,4.1,76
730,LALIQUE,Amethyst Exquise,202.25,202.25,100,EDP,Women,Floral,Woody Notes,Orchid,4.4,Abu Al Tayyeb Perfumes,412,7
731,Franck Olivier,Oud Touch,163,85,100,EDP,Men,Woody,"Amber, Musk, Vanilla","Violet, Patchouli, Rose, Jasmine, Olibanum",4.7,Beautiful Live,3.9,7
732,MONTBLANC,Explorer,310,187.9,100,EDP,Men,Woody,"Ambroxan, Akigalawood, Indonesian Patchouli Leaf, Cacao Pod","Haitian Vetiver, Leather",5,noon,4.2,98.1K
733,VERSACE,Yellow Diamond,425,173.45,90,EDT,Women,Floral,"Amber, Precious Musk And Guaiac Wood",Creamy And Jasmine And Osmanthus,5,noon,4.2,98.1K
734,YVES,Black Opium,178.5,178.5,90,EDP,Women,Fresh,"Vanilla, Patchouli, Cedar, Cashmere Wood","Coffee, Jasmine, Bitter Almond, Licorice",5,Al-Najm,3.7,347
735,CHANEL,Coco Mademoiselle,1036,275.3,100,EDP,Women,Woody,"Opoponax, Patchouli, Tonka Beans, Vanilla, Vetiver, White Musk","Jasmine, Mimosa, Rose, Ylang-Ylang",4.7,Pinch Of Perfum,4.2,66
736,Calvin Klein,One Shock,159,86.3,200,EDT,Women,Floral,"Musk, Patchouli, Amber and Vanille","Jasmine, Narcissus, Mexican chocolate and Blackberry",4.2,noon,4.2,98.1K
737,Roberto Cavalli,Uomo,452,126,100,EDT,Men,Floral,"Cedar, Tonka Bean, Patchouli","Honey, Lavender",4.6,noon,4.2,98.1K
738,BOUCHERON,Quatre Absolue De Nuit,125.95,125.95,100,EDP,Women,Arabian,"Sandalwood, Vanilla and Amberwood","Jasmine, Tonka Bean and Pear",4.8,King-Perfume,3.9,450
739,Calvin Klein,Eternity,263,104.8,100,EDT,Men,Floral,"Sandalwood, Amber, Musk, Vetiver, Brazilian Rosewood","Coriander, Lily, Orange Blossom, Juniper Berries, Basil, Jasmine, Sage, Lily-Of-The-Valley, Geranium",4.5,Perfume Ports,3.7,425
740,BURBERRY,London,380,167.1,100,EDP,Women,Floral,"Sandalwood, Patchouli, Musk","Clementine, Peony Tiare, Jasmine",5,noon,4.2,98.1K
741,Roberto Cavalli,Uomo,452,134.95,100,EDT,Men,Floral,"Cedar, Patchouli, Tonka Bean","Honey, Lavender",4.6,noon,4.2,98.1K
742,Guerlain,L'Homme Ideal,6.5,6.5,1,EDT,Men,Floral,"Vanilla, Amber, Musk, and Patchouli","Jasmine, Geranium, Neroli and Ylang-Ylang",5,Princess of beauty,3.8,467
743,Calvin Klein,Sheer Beauty,345,104.05,100,EDT,Women,Fruity,"Musk, Sandalwood, Vanille","Jasmine, Peony, Lily",4.6,AMLAQ,3.9,135
744,Lattafa,Rouat Al Musk,68,38.95,100,EDP,Women,Oriental,Vanilla and Amber,"Jasmine, White Flowers and Sandalwood",4.8,noon,4.2,98.1K
745,Mancera,Wild Leather,320,224,120,EDP,Unisex,Woody,"Amber, Guaiac Wood, Leather, Lichen, Musk","Bulgarian Rose, Patchouli, Violet",4.4,noon,4.2,98.1K
746,Misk Perfumes,White Musk Perfume,5.35,5.35,6,Oil,Unisex,Musk,Tail Rose,Vanilla Flowers,3.8,warddah,3.7,56
747,Alina Corel,Monsieur Coco Vanilla,65,31.85,100,EDP,Unisex,Floral,"White Musk, Woody Notes, Madagascar Vanilla","Jasmine, Ylang-Ylang, Tiare Flower",4.7,noon,4.2,98.1K
748,jennifer lopez,Still,330,107.8,100,EDP,Women,Floral,"Amber, Orris, Sandalwood","Honeysuckle, Orange Tree Blossom, Pink Freesia",4.8,noon,4.2,98.1K
749,DORALL COLLECTION,Golden Blaze,11,11,100,EDP,Women,Musk,"Musk, Patchouli, Amber","Ylang-ylang, Jasmine",4.3,top langri,3.7,347
750,Rasasi,Emotion,79,44.45,50,EDP,Women,Sandalwood,"Sandalwood, Musk, Amber, Cedar And Vanilla","Kiwi, Pineapple, Black Currant, Freesia, Water Lily And Jasmin",4.6,VIP.PARFUME,3.5,538
751,DIESEL,Only The Brave Tattoo,236.9,236.9,75,EDT,Men,Citrus,"Woodsy Accord, Benzoin, Tob**co, Patchouli","Sage, Bourbon Pepper",4.5,hadayiq baris,3.8,122
752,Lattafa,Sheikh Shuyukh,63,30.3,50,EDP,Unisex,Woody,"Vetiver, Patchouli","Lavender, Sage, Rosemary",4.9,noon,4.2,98.1K
753,Al Fakhr,Kalam Al Oud,13.3,13.3,100,EDP,Unisex,Woody,"Sandalwood, Cedarwood","Black Pepper, Cardamom",3.3,the beauty,4.1,538
754,HUGO BOSS,Orange EDT Sp,199,110,100,EDT,Men,Floral,"Vanilla, Woodsy Notes","Incense, Sichuan Pepper",4.8,Acacia Rose,4.4,537
755,Armaf,Club De Nuit Milestone,135,135,105,EDP,Women,Floral,"Vetiver, Musk, Ambroxan","Violet Sandalwood, White Wood",5,Attractive perfume,3.5,244
756,BVLGARI,Man In Black,485,187,100,EDP,Men,Spicy,"Tonka Bean, Guaiac Wood, Benzoin","Leather, Iris, Tuberose",4.6,Kado Store,4.2,20
757,VERSACE,Eros,365,225.1,100,EDP,Women,Citrus,"Sandalwood, Ambroxan, Musk and Woodsy Notes","Lemon Blossom, Jasmine Sambac, Jasmine and Peony",5,noon,4.2,98.1K
758,CARTIER,Declaration,460,101.6,100,EDT,Men,Spicy,"Leather, Amber, Tea, Tahitian Vetiver, Oak Moss And Cedar","Iris, Ginger, Cinnamon, Pepper, Juniper, Orris Root, Jasmine And Guatemalan Cardamom",4.5,Number One,4.1,63
759,Pierra Katra,Velvet Oud,97,97,100,EDP,Men,Arabian,"Cashmere Wood, Amber, Musk","Floral Harmony of Magnolia, Honeysuckle, , Sweet Fruity Raspberry Nuance",3,London store,3.7,23
760,DIESEL,Plus Plus Masculine,31.8,31.8,75,EDT,Men,Spicy,"Vetiver, Musk, Sandalwood, Patchouli, Oak Moss, Nutmeg, Clove, Cinnamon, Tonka Bean And Anise","Jasmine, Birch, Sage, Cardamom, Coriander, Lily-of-the-valley, Violet And Green Notes",4.6,noon,4.2,98.1K
761,Rasasi,Shuhrah,144,69.7,90,EDP,Women,Floral,"Oud, Patchouli, Grey Amber, Musk","Iris, Jasmine, Lily of the Valley",5,noon,4.2,98.1K
762,VERSACE,Eros,510,208,100,EDP,Women,Citrus,"Sandalwood, Ambroxan, Woodsy Notes, Musk","Lemon Blossom, Jasmine Sambac, Jasmine, Peony",4.5,King-Perfume,3.9,450
763,VERSACE,Eros,510,234.95,100,EDP,Women,Citrus,"Musk, Ambroxan, Woodsy Notes, Sandalwood","Lemon Blossom, Jasmine Sambac, Jasmine, Peony",4.6,noon,4.2,98.1K
764,Lancome,La Vie Est Belle,560,217,75,EDP,Women,Vanilla,"Patchouli, Praline, Tonka Beans, Vanilla","Iris, Jasmine, Orange Tree Blossom",4.4,Al-Najm,3.7,347
765,Arabian Oud,Sheikh Al Shuyukh,36.3,36.3,50,EDP,Women,Oriental,"Vetiver, Patchouli","Lavender, Sage, Rosemary",5,Bismat Eatar,3.7,66
766,UNITED COLORS OF BENETTON,Hot,29,27.1,100,EDT,Women,Woody,"Cedarwood, Sandalwood, Oak Moss, Amber, Vanilla and Musk","Lily of The Valley, Water Jasmine, Iris and Apricot",4.5,noon,4.2,98.1K
767,LANVIN,L'Homme,110,110,100,EDT,Men,Spicy,"Sandalwood, amber, musk","Comprise, pepper, mint, sage, cardamom",5,Queen Beauty,3.9,135
768,Estee Lauder,Wood Mystique,784,479,100,EDP,Unisex,Woody,"Patchouli, Virginia Cedar, Benzoin, Agarwood, Leather, Raspberry","Iris, Jasmine, Ylang-Ylang, Rose, Mimosa",5,Alabeer,4,5
769,S.T.Dupont,Essence Pure,215,74.35,100,EDT,Men,Woody,"Cypress, Amber, Musk And Cedar","Iris, Lavender And Bamboo",4.6,noon,4.2,98.1K
770,ARMAND BASI,In Red,275,107.95,100,EDT,Women,Citrus,"Palisander Rosemary, Oakmoss, White Musk, Amber, Vanilla, Praline, Woody notes","Lily, Jasmine, Violet Leaf, Rose, Blackcurrant, Pink Pepper, Peony",4.5,Parvant Store,3.9,76
771,Lattafa,Pure Oudi Liquid Gold,47.4,47.4,100,EDP,Unisex,Woody,Effervescent Citrus.,"Ylang-Ylang, Black Currant",2,hawas,454,9
772,DORALL COLLECTION,Lancy,27,11.85,100,EDT,Women,Spicy,"Tonka, Praline, Patchouli, Vanilla","Iris, Orange Blossom, Jasmine",4.5,the beauty,3.9,538
773,GUCCI,Guilty,354,213.95,75,EDT,Women,Floral,Lily and Wild Strawberry,Litchi,4.8,AMLAQ,3.9,135
774,PACO RABANNE,One Million,319,319,200,EDT,Men,Woody,"Amber, Leather","Cinnamon, Rose",4.5,Number One,3.5,75
775,VERSACE,Bright Crystal,63,21.4,5,EDT,Women,Floral,"Plants, Musk And Red Woods","Lotus, Peony, Magnolia",4.5,noon,4.2,98.1K
776,DORALL COLLECTION,DC Charged,14.95,14.95,100,EDT,Women,Woody,"Praline, Coconut Salt, Suede, Musk","Floral Notes, Apple",5,Princess of beauty,3.8,467
777,DAVIDOFF,The Game,215,83.95,100,EDT,Men,Woody,Ebony Wood,"Iris, Woody Notes",4.9,noon,4.2,98.1K
778,HUGO BOSS,Boss The Scent,426,133,100,EDT,Men,Spicy,Leather,Maninka Fruit And Lavender,4.6,Perfume Ms,3.9,537
779,SWISS ARABIAN,Bakhoor Al Arais,15,15,50,EDP,Unisex,Arabian,"Amber, Palisander Rosewood","Cedar, Spicy",4.6,hawas,454,9
780,PACO RABANNE,Invictus Intense,199,199,100,EDT,Men,Spicy,"Ambergris, Amber, Salt","Laurels, Whiskey",4.7,Parfume-Stor,3.9,537
781,Calvin Klein,Beauty,378,109.55,100,EDP,Women,Floral,Virginia Cedar,Jasmine,4.6,AMLAQ,3.9,135
782,Ferrari,Cedar Essence,360,106,100,EDP,Men,Woody,Patchouli And Amber,Marine And Watermelon,4.4,AMLAQ,3.9,135
783,J.CASANOVA,Plaisir,148,75.75,100,EDP,Women,Oriental,Amber,Musk,4.8,top langri,4.2,347
784,DORALL COLLECTION,Islanders,9,9,100,EDT,Men,Woody,"Guaiac Wood, Oakmoss, Patchouli, Ambergris","Bay Leaf, Jasmine",3.4,Beauty Gallery,3.7,59
785,Calvin Klein,CK One,265,98,200,EDT,Unisex,Citrus,"Sandalwood, Amber, Musk, Cedar and Oakmoss","Nutmeg, Violet, Orris Root, Jasmine, Lily-Of-The-Valley and Rose",4.5,noon,4.2,98.1K
786,Fendi,Furiosa,550,184.5,100,EDP,Women,Floral,"Incense, Gaïac Wood and Amber","Jasmine Absolute, Violaciocca Flower and Gardenia",4.2,noon,4.2,98.1K
787,al raheeb,Oud Khurafi,36,36,100,EDP,Unisex,Fresh,"Cashmeran, Ambroxan, Musk",Woody,5,beautiful lady,445,8
788,Bill Blass,Nude Natural Spray Colo,114,79.45,100,EDT,Women,Floral,"Sandalwood, Musk, Orris Root, Vetiver","Oakmoss, Jasmine, Ylang-Ylang, Rose, Narcissus",4.7,AMLAQ,3.9,135
789,PACO RABANNE,Black Xs Potion,162,162,100,EDT,Men,Woody,Labdanum Rum,Wormwood Cashmere Wood,4.3,Beautiful Live,412,7
790,JAGUAR,Vision III,347,120,100,EDT,Men,Woody,"Sandalwood, Patchouli, Tonka Bean, Cedar, Vanilla and Musk",Jasmine and Marine Notes,3.8,magic flower,3.6,5
791,VERSACE,Crystal Noir,27,16.2,5,EDT,Women,Arabian,"Amber, Musk, Sandalwood","Orange Blossom, Gardenia, Peony",4.4,noon,4.2,98.1K
792,Dolce & Gabbana,Pour Femme,566,195,100,EDP,Women,Floral,"Guimave, Vanilla, Heliotrope and Sandalwood",Jasmine and Orange Blossom,5,Parfume-Stor,4.1,66
793,Al Rasasi,Dirham,45.9,45.9,35,EDP,Unisex,Floral,"Vanilla, Patchouli And Massoia Wood","Rose , Black Violet And Coca Flower",5,hawas,454,9
794,Roberto Cavalli,Florence,500,154.95,75,EDP,Women,Floral,"Patchouli, Amber, Musk","Orange Blossom, Hibiscus Seed, Grapefruit Blossom",4.7,noon,4.2,98.1K
795,Milton Lloyd,Hawaii London,51,23,55,EDT,Women,Floral,Woody Notes and Musk,Jasmine and Rose,4,hawas,4.2,9
796,AZZARO,Chrome Legend,163.25,163.25,125,EDT,Men,Woody,"Warm Amber, Musk And Tonka Bean","Woodsy Notes Of Oakmoss, Vetiver, Cedar",4.5,Abu Al Tayyeb Perfumes,412,7
797,VERSACE,Crystal Noir,447,215,90,EDT,Women,Spicy,"Sandalwood, Musk, Amber","Orange Blossom, Peony, Gardenia, Coconut",4.8,noon,4.2,98.1K
798,S.T.Dupont,Essence Pure,117,91.1,100,EDT,Women,Citrus,"Amber, Patchouli, Vanilla and Cedar",Jasmine and Rose,4.4,noon,4.2,98.1K
799,LANVIN,Eclat D'arpege,6.85,6.85,2,EDP,Women,Floral,Blackberry And Sensual Musk,"Musk, Chinese Osmanthus, Petitgrain, Cedar, Wisteria",3.8,AMLAQ,3.9,135
800,LACOSTE,Pour Femme,322,123.05,90,EDP,Women,Floral,"Cedar, Vetiver, Sandalwood And Musk","Jasmine Petals, White Heliotrope And Hibiscus",4.5,noon,4.2,98.1K
801,CHLOE,Love Story,535,221.9,75,EDP,Women,Floral,"Musk, Cedar, Cashmirwood And Patchouli","Orange Blossom, Stephanotis, Rose, Black Currant And Peach",4.3,King-Perfume,3.9,450
802,J.CASANOVA,Vivaldi,87,87,100,EDP,Women,Fresh,"Tonka Bean, Patchouli, Opoponax, Vanilla, Vetiver And White Musk","Mimosa, Jasmine, Turkish Rose And Ylang-Ylang",5,Ryhana Perfume,4.2,25
803,CAROLINA HERRERA,Good Girl,565,213.15,80,EDP,Women,Arabian,"Tonka Bean, Cocoa, Sandalwood, Praline, Cinnamon, Cedar, Cashmere Wood","Jasmine Sambac, Tuberose, Orris, Bulgarian Rose, Orange Blossom",4.8,hadayiq baris,3.8,122
804,Dunhill,Desire Blue,280,68,100,EDT,Men,Fresh,"Tonka Bean, Musk, Amber And, Benzoin","Orange, Brazilian Rosewood And, Sea Notes",4.3,Modon,3.9,71
805,AZZARO,Chrome,121,121,100,EDT,Men,Citrus,"Sandalwood, Tonka Bean, Musk, Oakmoss, Cedar, Brazilian Rosewood And Cardamom","Cyclamen, Coriander, Jasmine And Oakmoss",5,Instant,3.7,44
806,Yves Saint Laurent,Black Opium,620,364.65,90,EDP,Women,Vanilla,"Musk, White Wood","Jasmine Tea, Orrange Blossom, Coffee",4.8,noon,4.2,98.1K
807,NINA RICCI,Premier Jour,300,136.45,100,EDP,Women,Fruity,"Sandalwood, Musk, Vanilla, Woodsy Notes","Orchid, Gardenia",4.7,noon,4.2,98.1K
808,Dorall,Blue Princess,11.85,11.85,100,EDT,Men,Oriental,"Musk, Patchouli","Woody, Vetiver",5,hawas,454,9
809,GUESS,Seductive,177,86.75,75,EDT,Women,Spicy,"Vanille, Olibanum And Cashmere Wood","Jasmine, African Orange Flower And Orris Root",5,noon,4.2,98.1K
810,HUGO BOSS,Boss The Scent,535,155,100,EDP,Women,Fruity,Cacao,Osmanthus,4.6,hadayiq baris,3.8,122
811,AVON,Today Tomorrow Always,98.95,98.95,75,EDT,Men,Citrus,"Sandalwood, patchouli, amber",Anise,5,Victoria,3.6,30
812,Lattafa,Oud Mood,119,42.55,100,EDP,Unisex,Woody,"Musk, Incense, Amber, Resin, Woody","Patchouli, Caramel, Agarwood",4.6,noon,4.2,98.1K
813,MB,Tim Tom Leather Black,19,19,100,EDP,Men,Fresh,"Rose, Vanilla, Ginger","Pine, Cardamom, Lavender, Rosemary",3.3,Beautify,3.6,528
814,DIESEL,Plus Plus Masculine,50,30,75,EDT,Men,Spicy,"Vetiver, Musk, Sandalwood, Patchouli, Oak Moss, Nutmeg, Clove, Cinnamon, Tonka Bean and Anise","Jasmine, Birch, Sage, Cardamom, Coriander, Lily-of-The-Valley, Violet and Green Notes",4.5,Attractive perfume,3.5,244
815,LACOSTE,EDTTouch Of Pink For Wom,335,89,90,EDT,Women,Citrus,"Woody, Musk And Vanilla","Jasmine, Carrot, And Spicy Coriander",4.8,Cute Shop,3.7,98
816,GUCCI,Guilty Absolute,515,230,90,EDP,Men,Woody,"Woody Notes, Vetiver","Patchouli, Cypress",4.1,Rayhanti,3.8,537
817,AMOUAGE,Epic,653,653,100,EDP,Women,Jasmine,"Rose, Geranium, Jasmine, Tea","Rose, Geranium, Jasmine, Tea",4.3,Beautiful Live,412,7
818,VERSACE,Bright Crystal,430,169.95,90,EDT,Women,Floral,"Amber, Musk, Mahogany","Peony,Lotus, Magnolia",4.8,noon,4.2,98.1K
819,MB,Sweetheart Rockstar,10.8,10.8,100,EDP,Women,Fresh,"Rose, Vanilla, Ginger","Pine, Cardamom, Lavender, Rosemary",4.5,Beautify,3.6,531
820,Ferrari,Scuderia Red,245,97.6,125,EDT,Men,Fruity,"Cedar, Sandalwood, Moss and Vanilla","Jasmine, Geranium, Orris and Nutmeg",4.6,noon,4.2,98.1K
821,DAVIDOFF,Hot Water,215,76.95,110,EDT,Men,Arabian,"Styrax, Benzoin",Pimento and Patchouli,4.6,AMLAQ,3.9,135
822,ST Dupont,Passenger,103,103,100,EDT,Men,Spicy,"Guaiac Wood, Benzoin","Ginger, Cardamom, Pink Pepper and Lavender",5,Beautiful Live,412,7
823,HUGO BOSS,Ma Vie,415,137.55,75,EDP,Women,Floral,Cedar and Woody Notes,"Pink Freesia, Jasmine and Rose",4.7,AMLAQ,3.9,135
824,Givenchy,Xeryus Rouge,455,214.4,100,EDT,Men,Woody,Cedar Wood,Red Pepper,4.8,noon,4.2,98.1K
825,joop,Homme,223,55,125,EDT,Men,Citrus,"Vanilla, tonka bean, patchouli, sandalwood","Jasmine, lily of the valley, heliotrope, cinnamon",4.4,hadayiq baris,3.8,122
826,TESORI D´ORIENTE,Lotus Flower Aromatic Par,55,33.6,100,EDT,Unisex,Floral,"Vanilla, Woodsy Notes, Sandalwood And Musk","Jasmine, Lotus, Tuberose And Lily Of The Valley",4.6,B.A.G,3.7,14.1K
827,TESORI D´ORIENTE,White Musk,60,39.95,100,EDT,Men,Woody,"Aldehyde, Jasmine, White Flowers",Rose,4.2,B.A.G,3.8,14.1K
828,STELLA MCCARTNEY,Stella,460,197.95,100,EDP,Women,Floral,Amber,Rose,4.8,noon,4.2,98.1K
829,CHANEL,Coco Mademoiselle,1036,275.3,100,EDP,Women,Woody,"Opoponax, Patchouli, Tonka Beans, Vanilla, Vetiver, White Musk","Jasmine, Mimosa, Rose, Ylang-Ylang",4.7,Pinch Of Perfum,3.5,66
830,Alina Corel,For Ever,33.85,33.85,100,EDP,Men,Spicy,"Guaiac Wood, Benzoin","Ginger, Cardamom, Pink Pepper and Lavender",5,Beautiful Live,412,7
831,Calvin Klein,One Shock,159,86.3,200,EDT,Women,Floral,"Musk, Patchouli, Amber and Vanille","Jasmine, Narcissus, Mexican chocolate and Blackberry",4.2,noon,4.2,98.1K
832,Mancera,Roses Vanille,446,248.8,120,EDP,Women,Arabian,"Cedar, Vanilla, Sugar, White Musk",Rose and Sugar,5,noon,4.2,98.1K
833,Mandarina Duck,Black,182.6,182.6,100,EDT,Men,Woody,"Vetiver,Patchouli","Tuberose,Orange Blossom,Musk",5,Star.perfume,3.9,539
834,PACO RABANNE,1 Million,395,172,100,EDT,Men,Woody,"Leather, Woody Notes, Amber, Indian Patchouli","Rose, Cinnamon, Spicy Notes",4.6,Al-Najm,3.7,347
835,Calvin Klein,Sheer Beauty,345,104.05,100,EDT,Women,Fruity,"Musk, Sandalwood, Vanille","Jasmine, Peony, Lily",4.6,AMLAQ,3.9,135
836,CHLOE,Chloe,157.35,157.35,90,EDT,Women,Floral,"Bourbon Vanilla, Sandal Wood And Tonka Bean","Night Queen Flower, Bulgarian Rose And Orange Flower",4.5,Parfume-Stor,3.5,63
837,TED LAPIDUS,Creation,101,50,100,EDT,Women,Floral,"Jasmine, Rose, Tuberose, Carnation","Jasmine, Rose, Tuberose, Carnation",4.7,alkhalijiah  perfume,3.5,88
838,Guerlain,L'Instant Magic,725,422,100,EDP,Women,Woody,"Wood, Almond","Rose, Freesia",4.7,PARFUM.1990,3.5,33
839,Lattafa,Rouat Al Musk,68,38.95,100,EDP,Women,Oriental,Vanilla and Amber,"Jasmine, White Flowers and Sandalwood",4.8,noon,4.2,98.1K
840,Dunhill,London,290,109.65,75,EDT,Men,Arabian,"Patchouli, Sandalwood, Tonka Bean, Vanilla And Musk","Rose, Geranium And Jasmine",3.4,AMLAQ,3.9,135
841,TRI,En Joy,10,9.9,100,EDT,Women,Floral,"Sandalwood, Cedar, Patchoulli, Musk, Benzoin","Rose, Jasmine, Cassis, Peach",4.1,Parisian Store,3.9,425
842,Mancera,Roses Greedy,450,258.95,120,EDP,Unisex,Floral,"White Musk, Amber, Vanilla, Sugar, Benzoin","Rose, Jasmine, Flowers",4.6,noon,4.2,98.1K
843,Rasasi,Emotion,79,44.45,50,EDP,Women,Sandalwood,"Sandalwood, Musk, Amber, Cedar And Vanilla","Kiwi, Pineapple, Black Currant, Freesia, Water Lily And Jasmin",4.6,VIP.PARFUME,4.3,538
844,BURBERRY,Mr. Burberry,515,179.95,100,EDP,Men,Woody,"Patchouli, Amber, Sandalwood, Vetiver, Benzoin and Cinnamon","Lavender, Cedar, Nutmeg",4.5,noon,4.2,98.1K
845,DORALL COLLECTION,Oud Maaruf,29,11.49,100,EDT,Men,Arabian,"Sandalwood, musk, woody - amber, patchouli, oudh, dry woody-amber, amber","Rose, raspberry, dried fruits, ylang, geranium, jasmin, orris, muguet, saffron",4,B.A.G,4.2,14.1K
846,BURBERRY,Burberry Body Intense,435,152.45,60,EDP,Women,Fruity,"Cashmere Wood, Amber, Vanille, Musk","Rose, Sandalwood, Iris",4.6,noon,4.2,98.1K
847,Dior,Sauvage,532,208.25,100,EDT,Men,Oriental,"Ceder, ambroxan, labdanum","Lavender, elemi, geranium, sichuan pepper",4,diffrent,3.7,5
848,Lattafa,Sheikh Shuyukh,63,30.3,50,EDP,Unisex,Woody,"Vetiver, Patchouli","Lavender, Sage, Rosemary",4.9,noon,4.2,98.1K
849,Mancera,Roses Vanille,450,285,120,EDP,Women,Arabian,"Cedar, Vanilla, Sugar, White Musk","Rose, Sugar",4.9,AMLAQ,3.9,135
850,Mancera,Roses Vanille,450,239.95,120,EDP,Women,Arabian,"Vanilla, Sugar, White Musk, Cedar","Rose, Sugar",4.7,noon,4.2,98.1K
851,Ferrari,Man In Red,235,119.9,100,EDT,Men,Fruity,"Cedar, Tonka Bean and Labdanum","Lavender, Yellow Plum and Orange Blossom",5,top langri,4.3,347
852,Dunhill,Desire,276,84.25,100,EDT,Men,Fresh,"Vanilla, Musk","Rose, Teak Wood, Patchouli",4.5,S2021,3.9,23
853,BVLGARI,Man In Black,485,187,100,EDP,Men,Spicy,"Tonka Bean, Guaiac Wood, Benzoin","Leather, Iris, Tuberose",4.6,Kado Store,3.6,20
854,VERSACE,Eros,365,225.1,100,EDP,Women,Citrus,"Sandalwood, Ambroxan, Musk and Woodsy Notes","Lemon Blossom, Jasmine Sambac, Jasmine and Peony",5,noon,4.2,98.1K
855,Gres,Cabotine,125,61.55,100,EDT,Women,Floral,"Cedarwood, Vanilla, Tonka Bean, Cybet, Musk and Amber.","Rose, Tuberose, Ylang-Ylang, Ginger Lily, Hyacinth, Heliotrope, Freesia, Violet and Iris.",4.6,AMLAQ,3.9,135
856,Alina Corel,Monsieur Oud,51,30.95,100,EDP,Unisex,Musk,"Cedar, Musk","Rose, Water",4.5,noon,4.2,98.1K
857,VERSACE,Eros,510,208,100,EDP,Women,Citrus,"Sandalwood, Ambroxan, Woodsy Notes, Musk","Lemon Blossom, Jasmine Sambac, Jasmine, Peony",4.5,King-Perfume,3.6,450
858,VERSACE,Eros,510,234.95,100,EDP,Women,Citrus,"Musk, Ambroxan, Woodsy Notes, Sandalwood","Lemon Blossom, Jasmine Sambac, Jasmine, Peony",4.6,noon,4.2,98.1K
859,GIORGIO ARMANI,Si Passione EDP For Wo,630,235.45,100,EDT,Women,Floral,"Cedar,Vanilla,Patchouli","Rose,Jasmine,Heliotrope,Pineapple",5,Parfume-Stor,4.1,347
860,BOUCHERON,Quatre,465,158.4,100,EDP,Women,Floral,"Golden Woods, Cedar, Cashmere, Musk, Vanilla and Caramel","Sambac Jasmine, rose,  Accords of Wild Strawberry, Peach and Apple",4.8,noon,4.2,98.1K
861,LALIQUE,Encre Noire,165,140,100,EDT,Men,Woody,Sandalwood,Lemongrass,4.4,kikup,3.6,23
862,UNITED COLORS OF BENETTON,Hot,29,27.1,100,EDT,Women,Woody,"Cedarwood, Sandalwood, Oak Moss, Amber, Vanilla and Musk","Lily of The Valley, Water Jasmine, Iris and Apricot",4.5,noon,4.2,98.1K
863,Dior,Sauvage,430,208.25,100,EDT,Men,Spicy,"Ambroxan, Cedar, Labdanum","Sichuan Pepper, Lavender, Pink Pepper, Vetiver, Geranium, Patchouli, Elemi",4.6,Spicebomb,3.9,66
864,CAROLINA HERRERA,212 Sexy,330,104.5,100,EDT,Men,Vanilla,"Sensual Oriental Character - Gaiac Wood, Sandalwood, Bourbon Vanilla, Musk, Amber","Subtle and Spicy Sensuality - Green Pepper, Floral Petal, Cardamom, Tonka Beans",4.2,Al-Najm,3.7,347
865,GUCCI,Rush 2,576,361,50,EDT,Women,Floral,"Oakmoss, Musk, Black Currant","Lily, Gardenia, Plam Tree, Narcissus",4.4,Tiffany,4.1,5
866,BURBERRY,London,370,167.6,100,EDP,Women,Floral,"Sandalwood, Musk And Patchouli","Tiare Flower, Jasmine And Peony And Clementine Zest",4.8,noon,4.2,98.1K
867,HUGO BOSS,Femme,415,139.35,75,EDP,Women,Floral,"Apricot, Amber, Lemon Tree","Lily, Jasmine, Bulgarian Rose",4.8,Lolita Shop,3.6,23
